stem_id,station_m,x,y,diameter_m,gt_tree_id
7,21.0,419887.91728525166,5853116.8952633245,0.4244,17
7,21.5,419887.71596431924,5853117.365012167,0.4839,17
7,22.0,419887.5146433868,5853117.80120752,0.5111,17
7,22.5,419887.2797689657,5853118.237402874,0.5241,17
7,23.0,419887.0448945445,5853118.707151717,0.6002,17
7,23.5,419886.8100201234,5853119.14334707,0.2013,17
8,0.0,419847.0491359715,5853037.205727577,0.2767,55
8,0.5,419846.7136010842,5853037.574815953,0.4745,55
8,1.0,419846.3445127081,5853037.910350841,0.5241,55
8,1.5,419845.94187084323,5853038.212332239,0.4839,55
8,2.0,419845.53922897845,5853038.480760149,0.4839,55
8,2.5,419845.1030336249,5853038.749188059,0.5241,55
8,3.0,419844.70039176004,5853039.051169458,0.4839,55
8,3.5,419844.26419640647,5853039.319597367,0.5241,55
8,4.0,419843.8615545416,5853039.621578766,0.4839,55
8,4.5,419843.45891267684,5853039.890006676,0.4502,55
8,5.0,419843.056270812,5853040.191988074,0.4502,55
8,5.5,419842.65362894716,5853040.493969473,0.5111,55
8,6.0,419842.2509870823,5853040.795950872,0.5241,55
8,6.5,419841.8483452175,5853041.064378782,0.6002,55
8,7.0,419841.4457033527,5853041.36636018,0.6002,55
8,7.5,419841.04306148784,5853041.668341579,0.5773,55
8,8.0,419840.640419623,5853041.970322978,0.5694,55
8,8.5,419840.2377777582,5853042.272304377,0.5694,55
8,9.0,419839.8351358934,5853042.5742857745,0.5773,55
8,9.5,419839.43249402853,5853042.842713685,0.6002,55
8,10.0,419839.0298521637,5853043.144695084,0.6187,55
8,10.5,419838.6272102989,5853043.413122993,0.6609,55
8,11.0,419838.22456843406,5853043.715104392,0.6711,55
8,11.5,419837.8219265692,5853044.017085791,0.6711,55
8,12.0,419837.4192847044,5853044.3190671895,0.6711,55
8,12.5,419837.0166428396,5853044.621048587,0.6909,55
8,13.0,419836.61400097475,5853044.889476498,0.7259,55
8,13.5,419836.1778056212,5853045.1914578965,0.7134,55
8,14.0,419835.80871724506,5853045.493439295,0.7134,55
8,14.5,419835.3725218915,5853045.761867205,0.7134,55
8,15.0,419834.9698800267,5853046.0638486035,0.7503,55
8,15.5,419834.56723816186,5853046.365830002,0.6711,55
8,16.0,419834.164596297,5853046.634257912,0.6609,55
8,16.5,419833.72840094345,5853046.902685822,0.6711,55
8,17.0,419833.3257590786,5853047.171113731,0.6331,55
8,17.5,419832.8895637251,5853047.47309513,0.6331,55
8,18.0,419832.520475349,5853047.775076529,0.6331,55
8,18.5,419832.11783348414,5853048.077057928,0.6711,55
8,19.0,419831.7151916193,5853048.379039326,0.6909,55
8,19.5,419831.3125497545,5853048.647467236,0.6643,55
8,20.0,419830.90990788967,5853048.949448635,0.6187,55
8,20.5,419830.4737125361,5853049.217876544,0.6002,55
8,21.0,419830.07107067126,5853049.519857943,0.5773,55
8,21.5,419829.6684288064,5853049.821839342,0.5241,55
8,22.0,419829.2657869416,5853050.123820741,0.541,55
8,22.5,419828.82959158806,5853050.291588184,0.541,55
8,23.0,419828.3933962345,5853050.560016094,0.875,54
9,0.0,419876.6097595477,5853187.122715249,0.7503,11
9,0.5,419876.9452944351,5853187.491803625,0.6909,11
9,1.0,419877.2808293224,5853187.860892001,0.6609,11
9,1.5,419877.58281072107,5853188.263533865,0.6643,11
9,2.0,419877.9183456084,5853188.632622241,0.6331,11
9,2.5,419878.220327007,5853189.0352641065,0.5694,11
9,3.0,419878.5558618944,5853189.404352482,0.6002,11
9,3.5,419878.8913967817,5853189.773440858,0.6331,11
9,4.0,419879.2269316691,5853190.142529234,0.6187,11
9,4.5,419879.56246655644,5853190.51161761,0.6002,11
9,5.0,419879.8980014438,5853190.880705987,0.5694,11
9,5.5,419880.23353633116,5853191.283347852,0.5694,11
9,6.0,419880.53551772976,5853191.652436228,0.5773,11
9,6.5,419880.87105261715,5853192.0215246035,0.6187,11
9,7.0,419881.2065875045,5853192.39061298,0.6187,11
9,7.5,419881.54212239187,5853192.793254845,0.6187,11
9,8.0,419881.84410379047,5853193.162343221,0.5773,11
9,8.5,419882.17963867786,5853193.564985085,0.5694,11
9,9.0,419882.5151735652,5853193.934073462,0.5773,11
9,9.5,419882.8171549638,5853194.303161838,0.5694,11
